algorithm,instance,run,memory,code,time,iterations,graph,nodes,edges,modularity,N,clusters,conductance,cut
walktrap,adjnoun,1,20480,0,0.0065,0,adjnoun.graph,112,850,0.216213148,156214,25,0.40827434,0.01236110
walktrap,adjnoun,2,20480,0,0.0062,0,adjnoun.graph,112,850,0.216213148,156214,25,0.40827434,0.01236110
walktrap,adjnoun,3,20480,0,0.0063,0,adjnoun.graph,112,850,0.216213148,156214,25,0.40827434,0.01236110
walktrap,adjnoun,4,20480,0,0.0059,0,adjnoun.graph,112,850,0.216213148,156214,25,0.40827434,0.01236110
walktrap,adjnoun,5,20480,0,0.0058,0,adjnoun.graph,112,850,0.216213148,156214,25,0.40827434,0.01236110
vieclus,adjnoun,1,20480,0,0.377768,0,adjnoun.graph,112,850,0.313367474,226408,7,0.25759733,0.01876593
vieclus,adjnoun,2,22528,0,0.475548,0,adjnoun.graph,112,850,0.313367474,226408,7,0.25759733,0.01876593
vieclus,adjnoun,3,22528,0,0.0174079,0,adjnoun.graph,112,850,0.313367474,226408,7,0.25759733,0.01876593
vieclus,adjnoun,4,22528,0,0.178302,0,adjnoun.graph,112,850,0.313367474,226408,7,0.25759733,0.01876593
vieclus,adjnoun,5,22528,0,0.634489,0,adjnoun.graph,112,850,0.313367474,226408,7,0.25759733,0.01876593
ucode,adjnoun,1,370276,0,2.1729350090026855,1000,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
ucode,adjnoun,2,370276,0,2.166208267211914,1000,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
ucode,adjnoun,3,370276,0,2.1641268730163574,1000,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
ucode,adjnoun,4,370276,0,2.1370110511779785,1000,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
ucode,adjnoun,5,370276,0,2.1200215816497803,1000,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
magi,adjnoun,1,397312,0,3.1202120780944824,100,adjnoun.graph,112,850,-0.008224221,-5942,8,0.45702672,0.02438637
magi,adjnoun,2,397312,0,3.247743844985962,100,adjnoun.graph,112,850,-0.008224221,-5942,8,0.45702672,0.02438637
magi,adjnoun,3,397312,0,3.236607789993286,100,adjnoun.graph,112,850,-0.008224221,-5942,8,0.45702672,0.02438637
magi,adjnoun,4,397312,0,3.2374398708343506,100,adjnoun.graph,112,850,-0.008224221,-5942,8,0.45702672,0.02438637
magi,adjnoun,5,397312,0,3.236968517303467,100,adjnoun.graph,112,850,-0.008224221,-5942,8,0.45702672,0.02438637
louvain,adjnoun,1,20480,0,0.0051,0,adjnoun.graph,112,850,0.294001384,212416,6,0.26691827,0.02184534
louvain,adjnoun,2,20480,0,0.0052,0,adjnoun.graph,112,850,0.295637370,213598,7,0.26932514,0.02081199
louvain,adjnoun,3,20480,0,0.0053,0,adjnoun.graph,112,850,0.287720415,207878,8,0.28909128,0.02183090
louvain,adjnoun,4,20480,0,0.0050,0,adjnoun.graph,112,850,0.293076816,211748,6,0.26858275,0.02233342
louvain,adjnoun,5,20480,0,0.0046,0,adjnoun.graph,112,850,0.291670588,210732,8,0.29051680,0.02357860
leiden,adjnoun,1,20480,0,0.0054,0,adjnoun.graph,112,850,0.307750865,222350,6,0.25510576,0.02027831
leiden,adjnoun,2,20480,0,0.0054,0,adjnoun.graph,112,850,0.305611072,220804,7,0.27286337,0.02136027
leiden,adjnoun,3,20480,0,0.0056,0,adjnoun.graph,112,850,0.300755709,217296,8,0.28044897,0.02176249
leiden,adjnoun,4,20480,0,0.0057,0,adjnoun.graph,112,850,0.297486505,214934,6,0.26270401,0.02160215
leiden,adjnoun,5,20480,0,0.0054,0,adjnoun.graph,112,850,0.295543252,213530,8,0.28186172,0.02159577
infomap,adjnoun,1,18432,0,0.0082,0,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
infomap,adjnoun,2,18432,0,0.0082,0,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
infomap,adjnoun,3,18432,0,0.0080,0,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
infomap,adjnoun,4,18432,0,0.0076,0,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
infomap,adjnoun,5,18432,0,0.0081,0,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
hollocou,adjnoun,1,2048,0,0.000,0,adjnoun.graph,112,850,-0.000019377,-14,3,0.50000000,0.00677723
hollocou,adjnoun,2,2048,0,0.000,0,adjnoun.graph,112,850,-0.000063667,-46,5,0.50000000,0.00679429
hollocou,adjnoun,3,2048,0,0.000,0,adjnoun.graph,112,850,-0.000094117,-68,5,0.50000000,0.00502657
hollocou,adjnoun,4,2048,0,0.000,0,adjnoun.graph,112,850,-0.000094117,-68,5,0.50000000,0.00582930
hollocou,adjnoun,5,2048,0,0.000,0,adjnoun.graph,112,850,-0.000119031,-86,4,0.50000000,0.00808845
gnns,adjnoun,1,251348,0,0.11357760429382324,50,adjnoun.graph,112,850,0.306344636,221334,7,0.26503188,0.02086435
gnns,adjnoun,2,251348,0,0.11328959465026855,50,adjnoun.graph,112,850,0.304346020,219890,8,0.27539444,0.02077126
gnns,adjnoun,3,251348,0,0.10881638526916504,50,adjnoun.graph,112,850,0.305541868,220754,9,0.28570835,0.01918604
gnns,adjnoun,4,251348,0,0.1094672679901123,50,adjnoun.graph,112,850,0.306322491,221318,8,0.28504404,0.02051835
gnns,adjnoun,5,251348,0,0.11283755302429199,50,adjnoun.graph,112,850,0.304584083,220062,9,0.28411338,0.02063344
dmon,adjnoun,1,575488,0,26.3719,1000,adjnoun.graph,112,850,0.192736332,139252,16,0.39488174,0.02546479
dmon,adjnoun,2,575488,0,26.1447,1000,adjnoun.graph,112,850,0.230834602,166778,16,0.37180842,0.02799518
dmon,adjnoun,3,575488,0,26.1776,1000,adjnoun.graph,112,850,0.223224913,161280,16,0.36679611,0.02493358
dmon,adjnoun,4,575488,0,27.3975,1000,adjnoun.graph,112,850,0.207833910,150160,16,0.38081495,0.02845409
dmon,adjnoun,5,575488,0,27.5936,1000,adjnoun.graph,112,850,0.198375086,143326,15,0.40188407,0.02699610
dgcluster,adjnoun,1,393784,0,2.3400585651397705,300,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
dgcluster,adjnoun,2,393784,0,2.420135021209717,300,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
dgcluster,adjnoun,3,393784,0,2.3821632862091064,300,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
dgcluster,adjnoun,4,393784,0,2.3403713703155518,300,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
dgcluster,adjnoun,5,393784,0,2.429189920425415,300,adjnoun.graph,112,850,0.000000000,0,1,0.00000000,0.00000000
commdgi,adjnoun,1,377604,0,9.4937,1001,adjnoun.graph,112,850,0.259703806,187636,13,0.33107739,0.01969741
commdgi,adjnoun,2,377604,0,9.4670,1001,adjnoun.graph,112,850,0.255620761,184686,15,0.32831110,0.01859340
commdgi,adjnoun,3,377604,0,9.6676,1001,adjnoun.graph,112,850,0.255274740,184436,15,0.35351171,0.01798045
commdgi,adjnoun,4,377604,0,9.4683,1001,adjnoun.graph,112,850,0.255595847,184668,15,0.34918489,0.01917809
commdgi,adjnoun,5,377604,0,9.4009,1001,adjnoun.graph,112,850,0.243404844,175860,13,0.33607457,0.02508061
clustre_fast,adjnoun,1,6144,0,0.000261068,0,adjnoun.graph,112,850,0.249638754,180364,6,0.32185094,0.02031046
clustre_fast,adjnoun,2,6144,0,0.000241041,0,adjnoun.graph,112,850,0.249638754,180364,6,0.32185094,0.02031046
clustre_fast,adjnoun,3,6144,0,0.000233173,0,adjnoun.graph,112,850,0.249638754,180364,6,0.32185094,0.02031046
clustre_fast,adjnoun,4,6144,0,0.000221014,0,adjnoun.graph,112,850,0.249638754,180364,6,0.32185094,0.02031046
clustre_fast,adjnoun,5,6144,0,0.000239134,0,adjnoun.graph,112,850,0.249638754,180364,6,0.32185094,0.02031046
clustre_strong,adjnoun,1,12288,0,,0,adjnoun.graph,112,850,0.269107266,194430,4,0.23753957,0.02118942
clustre_strong,adjnoun,2,12288,0,,0,adjnoun.graph,112,850,0.269107266,194430,4,0.23753957,0.02118942
clustre_strong,adjnoun,3,10240,0,,0,adjnoun.graph,112,850,0.269107266,194430,4,0.23753957,0.02118942
clustre_strong,adjnoun,4,12288,0,,0,adjnoun.graph,112,850,0.269107266,194430,4,0.23753957,0.02118942
clustre_strong,adjnoun,5,12288,0,,0,adjnoun.graph,112,850,0.269107266,194430,4,0.23753957,0.02118942
walktrap,celegans_metabolic,1,20480,0,0.0205,0,celegans_metabolic.graph,453,4050,0.348784148,5720932,35,0.24651728,0.00240036
walktrap,celegans_metabolic,2,20480,0,0.0198,0,celegans_metabolic.graph,453,4050,0.348784148,5720932,35,0.24651728,0.00240036
walktrap,celegans_metabolic,3,20480,0,0.0202,0,celegans_metabolic.graph,453,4050,0.348784148,5720932,35,0.24651728,0.00240036
walktrap,celegans_metabolic,4,20480,0,0.0198,0,celegans_metabolic.graph,453,4050,0.348784148,5720932,35,0.24651728,0.00240036
walktrap,celegans_metabolic,5,20480,0,0.0198,0,celegans_metabolic.graph,453,4050,0.348784148,5720932,35,0.24651728,0.00240036
vieclus,celegans_metabolic,1,22528,0,3.06356,0,celegans_metabolic.graph,453,4050,0.453248224,7434404,9,0.18475224,0.00404191
vieclus,celegans_metabolic,2,20480,0,1.68834,0,celegans_metabolic.graph,453,4050,0.453248224,7434404,9,0.18475224,0.00404191
vieclus,celegans_metabolic,3,20480,0,2.60019,0,celegans_metabolic.graph,453,4050,0.453248224,7434404,9,0.18475224,0.00404191
vieclus,celegans_metabolic,4,22528,0,3.04814,0,celegans_metabolic.graph,453,4050,0.453248224,7434404,9,0.18475224,0.00404191
vieclus,celegans_metabolic,5,20480,0,1.18448,0,celegans_metabolic.graph,453,4050,0.453248224,7434404,9,0.18475224,0.00404191
ucode,celegans_metabolic,1,362496,0,3.2875466346740723,1000,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
ucode,celegans_metabolic,2,362496,0,3.161381244659424,1000,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
ucode,celegans_metabolic,3,362496,0,3.158930540084839,1000,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
ucode,celegans_metabolic,4,362496,0,3.136814594268799,1000,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
ucode,celegans_metabolic,5,362496,0,3.1360666751861572,1000,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
magi,celegans_metabolic,1,408164,0,3.3520095348358154,100,celegans_metabolic.graph,453,4050,-0.012110836,-198648,8,0.42664591,0.00682097
magi,celegans_metabolic,2,408164,0,3.3405299186706543,100,celegans_metabolic.graph,453,4050,-0.012110836,-198648,8,0.42664591,0.00682097
magi,celegans_metabolic,3,408164,0,3.4120829105377197,100,celegans_metabolic.graph,453,4050,-0.012110836,-198648,8,0.42664591,0.00682097
magi,celegans_metabolic,4,408164,0,3.5839922428131104,100,celegans_metabolic.graph,453,4050,-0.012110836,-198648,8,0.42664591,0.00682097
magi,celegans_metabolic,5,408164,0,3.522387981414795,100,celegans_metabolic.graph,453,4050,-0.012110836,-198648,8,0.42664591,0.00682097
louvain,celegans_metabolic,1,20480,0,0.0074,0,celegans_metabolic.graph,453,4050,0.431531169,7078190,9,0.19224731,0.00412916
louvain,celegans_metabolic,2,20480,0,0.0058,0,celegans_metabolic.graph,453,4050,0.432944368,7101370,9,0.18949358,0.00393101
louvain,celegans_metabolic,3,20480,0,0.0058,0,celegans_metabolic.graph,453,4050,0.445211400,7302580,11,0.20094884,0.00415356
louvain,celegans_metabolic,4,20480,0,0.0067,0,celegans_metabolic.graph,453,4050,0.435639079,7145570,11,0.20061163,0.00427574
louvain,celegans_metabolic,5,20480,0,0.0063,0,celegans_metabolic.graph,453,4050,0.433304069,7107270,10,0.18911833,0.00385661
leiden,celegans_metabolic,1,20480,0,0.0069,0,celegans_metabolic.graph,453,4050,0.446629355,7325838,10,0.19511348,0.00420966
leiden,celegans_metabolic,2,20480,0,0.0068,0,celegans_metabolic.graph,453,4050,0.450074317,7382344,10,0.18202786,0.00393888
leiden,celegans_metabolic,3,20480,0,0.0076,0,celegans_metabolic.graph,453,4050,0.447014906,7332162,10,0.19657647,0.00407949
leiden,celegans_metabolic,4,20480,0,0.0067,0,celegans_metabolic.graph,453,4050,0.447019173,7332232,10,0.18851152,0.00387760
leiden,celegans_metabolic,5,20480,0,0.0065,0,celegans_metabolic.graph,453,4050,0.450368419,7387168,10,0.19408637,0.00418137
infomap,celegans_metabolic,1,18432,0,0.0171,0,celegans_metabolic.graph,453,4050,0.396691601,6506734,32,0.22058562,0.00291428
infomap,celegans_metabolic,2,18432,0,0.0165,0,celegans_metabolic.graph,453,4050,0.396691601,6506734,32,0.22058562,0.00291428
infomap,celegans_metabolic,3,18432,0,0.0161,0,celegans_metabolic.graph,453,4050,0.396691601,6506734,32,0.22058562,0.00291428
infomap,celegans_metabolic,4,18432,0,0.0157,0,celegans_metabolic.graph,453,4050,0.396691601,6506734,32,0.22058562,0.00291428
infomap,celegans_metabolic,5,18432,0,0.0163,0,celegans_metabolic.graph,453,4050,0.396691601,6506734,32,0.22058562,0.00291428
hollocou,celegans_metabolic,1,2048,0,0.000,0,celegans_metabolic.graph,453,4050,0.001948117,31954,7,0.41693520,0.00219835
hollocou,celegans_metabolic,2,2048,0,0.000,0,celegans_metabolic.graph,453,4050,0.001959213,32136,6,0.41071429,0.00146673
hollocou,celegans_metabolic,3,2048,0,0.000,0,celegans_metabolic.graph,453,4050,-0.000000121,-2,2,0.50000000,0.00110619
hollocou,celegans_metabolic,4,2048,0,0.000,0,celegans_metabolic.graph,453,4050,-0.000015607,-256,5,0.50000000,0.00203634
hollocou,celegans_metabolic,5,2048,0,0.000,0,celegans_metabolic.graph,453,4050,0.000971803,15940,4,0.45299145,0.00284185
gnns,celegans_metabolic,1,317912,0,0.33948755264282227,50,celegans_metabolic.graph,453,4050,0.432316415,7091070,13,0.21598678,0.00430472
gnns,celegans_metabolic,2,317912,0,0.31216883659362793,50,celegans_metabolic.graph,453,4050,0.433180795,7105248,16,0.21541979,0.00395166
gnns,celegans_metabolic,3,317912,0,0.3290290832519531,50,celegans_metabolic.graph,453,4050,0.442938698,7265302,14,0.22225274,0.00417609
gnns,celegans_metabolic,4,317912,0,0.30204224586486816,50,celegans_metabolic.graph,453,4050,0.439754305,7213070,15,0.20857193,0.00418571
gnns,celegans_metabolic,5,317912,0,0.33566904067993164,50,celegans_metabolic.graph,453,4050,0.434205639,7122058,17,0.22879363,0.00438657
dmon,celegans_metabolic,1,583680,0,31.8038,1000,celegans_metabolic.graph,453,4050,0.385470995,6322688,16,0.27425343,0.00556686
dmon,celegans_metabolic,2,583680,0,31.4947,1000,celegans_metabolic.graph,453,4050,0.391798933,6426482,16,0.28953569,0.00512057
dmon,celegans_metabolic,3,583680,0,31.4686,1000,celegans_metabolic.graph,453,4050,0.375035878,6151526,16,0.28634033,0.00561547
dmon,celegans_metabolic,4,583680,0,31.3663,1000,celegans_metabolic.graph,453,4050,0.367718945,6031510,16,0.28074987,0.00515148
dmon,celegans_metabolic,5,583680,0,31.6089,1000,celegans_metabolic.graph,453,4050,0.382999786,6282154,16,0.27864533,0.00501214
dgcluster,celegans_metabolic,1,401292,0,6.163257360458374,300,celegans_metabolic.graph,453,4050,-0.000958512,-15722,2,0.41108071,0.00665707
dgcluster,celegans_metabolic,2,401292,0,6.0674803256988525,300,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
dgcluster,celegans_metabolic,3,401292,0,6.200927495956421,300,celegans_metabolic.graph,453,4050,-0.002595823,-42578,2,0.40873533,0.00683007
dgcluster,celegans_metabolic,4,401292,0,6.047752141952515,300,celegans_metabolic.graph,453,4050,0.000000000,0,1,0.00000000,0.00000000
dgcluster,celegans_metabolic,5,401292,0,6.123355388641357,300,celegans_metabolic.graph,453,4050,-0.016948148,-277992,2,0.49033816,0.00643179
commdgi,celegans_metabolic,1,403308,0,19.3149,1001,celegans_metabolic.graph,453,4050,0.401247858,6581468,14,0.23886591,0.00489455
commdgi,celegans_metabolic,2,403308,0,19.3980,1001,celegans_metabolic.graph,453,4050,0.416982777,6839560,13,0.22604429,0.00427326
commdgi,celegans_metabolic,3,403308,0,19.2016,1001,celegans_metabolic.graph,453,4050,0.360811339,5918208,14,0.25634365,0.00489798
commdgi,celegans_metabolic,4,403308,0,19.0672,1001,celegans_metabolic.graph,453,4050,0.404027069,6627054,14,0.22589275,0.00409506
commdgi,celegans_metabolic,5,403308,0,19.2246,1001,celegans_metabolic.graph,453,4050,0.392005852,6429876,13,0.22713558,0.00397303
clustre_fast,celegans_metabolic,1,4096,0,0.000588894,0,celegans_metabolic.graph,453,4050,0.295572504,4848128,74,0.35226213,0.00485997
clustre_fast,celegans_metabolic,2,6144,0,0.000586987,0,celegans_metabolic.graph,453,4050,0.295572504,4848128,74,0.35226213,0.00485997
clustre_fast,celegans_metabolic,3,6144,0,0.00058794,0,celegans_metabolic.graph,453,4050,0.295572504,4848128,74,0.35226213,0.00485997
clustre_fast,celegans_metabolic,4,6144,0,0.000596046,0,celegans_metabolic.graph,453,4050,0.295572504,4848128,74,0.35226213,0.00485997
clustre_fast,celegans_metabolic,5,6144,0,0.000586987,0,celegans_metabolic.graph,453,4050,0.295572504,4848128,74,0.35226213,0.00485997
clustre_strong,celegans_metabolic,1,14336,0,.001018524,0,celegans_metabolic.graph,453,4050,0.422895046,6936536,11,0.19762357,0.00402663
clustre_strong,celegans_metabolic,2,14336,0,.001083613,0,celegans_metabolic.graph,453,4050,0.422895046,6936536,11,0.19762357,0.00402663
clustre_strong,celegans_metabolic,3,14336,0,.000983715,0,celegans_metabolic.graph,453,4050,0.422895046,6936536,11,0.19762357,0.00402663
clustre_strong,celegans_metabolic,4,14336,0,.001087904,0,celegans_metabolic.graph,453,4050,0.422895046,6936536,11,0.19762357,0.00402663
clustre_strong,celegans_metabolic,5,14336,0,.001124143,0,celegans_metabolic.graph,453,4050,0.422895046,6936536,11,0.19762357,0.00402663
walktrap,astro-ph,1,1225816,0,16.5712,0,astro-ph.graph,16706,242502,0.635990856,37400854196,2013,0.15728951,0.00003597
walktrap,astro-ph,2,1225816,0,16.2535,0,astro-ph.graph,16706,242502,0.635990856,37400854196,2013,0.15728951,0.00003597
walktrap,astro-ph,3,1225816,0,16.2238,0,astro-ph.graph,16706,242502,0.635990856,37400854196,2013,0.15728951,0.00003597
walktrap,astro-ph,4,1225816,0,16.2320,0,astro-ph.graph,16706,242502,0.635990856,37400854196,2013,0.15728951,0.00003597
walktrap,astro-ph,5,1225816,0,16.4929,0,astro-ph.graph,16706,242502,0.635990856,37400854196,2013,0.15728951,0.00003597
vieclus,astro-ph,1,73888,0,3134.98,0,astro-ph.graph,16706,242502,0.746289406,43887205298,417,0.00314062,0.00000278
vieclus,astro-ph,2,73188,0,3469.2,0,astro-ph.graph,16706,242502,0.746261052,43885537880,415,0.00294171,0.00000269
vieclus,astro-ph,3,73072,0,3584.61,0,astro-ph.graph,16706,242502,0.746269179,43886015824,416,0.00312099,0.00000278
vieclus,astro-ph,4,73704,0,3520.7,0,astro-ph.graph,16706,242502,0.746261852,43885584938,418,0.00313920,0.00000277
vieclus,astro-ph,5,73832,0,3565.06,0,astro-ph.graph,16706,242502,0.746254679,43885163094,416,0.00308515,0.00000277
ucode,astro-ph,1,5199028,0,1725.8680930137634,1000,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
ucode,astro-ph,2,5199028,0,1705.046395778656,1000,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
ucode,astro-ph,3,5199028,0,1703.7894365787506,1000,astro-ph.graph,16706,242502,0.000000000,-8,2,0.50000000,0.00002993
ucode,astro-ph,4,5199028,0,1708.9725849628448,1000,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
ucode,astro-ph,5,5199028,0,1712.0124185085297,1000,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
magi,astro-ph,1,2636080,0,1774.9340324401855,100,astro-ph.graph,16706,242502,0.028059308,1650089902,3,0.35860966,0.00006218
magi,astro-ph,2,2636080,0,1780.049852848053,100,astro-ph.graph,16706,242502,0.011104656,653034004,3,0.38354538,0.00008166
magi,astro-ph,3,2636080,0,1770.3455638885498,100,astro-ph.graph,16706,242502,0.021050587,1237926538,6,0.36800853,0.00023143
magi,astro-ph,4,2636080,0,1769.675023317337,100,astro-ph.graph,16706,242502,0.041461469,2438233738,4,0.37511578,0.00008642
magi,astro-ph,5,2636080,0,1808.948768377304,100,astro-ph.graph,16706,242502,0.047514127,2794173778,3,0.35214772,0.00011050
louvain,astro-ph,1,40960,0,0.2146,0,astro-ph.graph,16706,242502,0.732813753,43094739616,413,0.00328333,0.00000302
louvain,astro-ph,2,40960,0,0.2184,0,astro-ph.graph,16706,242502,0.732290577,43063973082,414,0.00357829,0.00000345
louvain,astro-ph,3,40960,0,0.1866,0,astro-ph.graph,16706,242502,0.729415903,42894921496,419,0.00384156,0.00000363
louvain,astro-ph,4,40960,0,0.2052,0,astro-ph.graph,16706,242502,0.731382268,43010557998,412,0.00350025,0.00000327
louvain,astro-ph,5,40960,0,0.1874,0,astro-ph.graph,16706,242502,0.733184479,43116540994,412,0.00313933,0.00000295
leiden,astro-ph,1,40960,0,0.0993,0,astro-ph.graph,16706,242502,0.739273541,43474621820,414,0.00307807,0.00000282
leiden,astro-ph,2,40960,0,0.0982,0,astro-ph.graph,16706,242502,0.736429617,43307378536,415,0.00329064,0.00000303
leiden,astro-ph,3,40960,0,0.0978,0,astro-ph.graph,16706,242502,0.740424922,43542331336,414,0.00348769,0.00000333
leiden,astro-ph,4,40960,0,0.0976,0,astro-ph.graph,16706,242502,0.738616495,43435982744,415,0.00338229,0.00000316
leiden,astro-ph,5,40960,0,0.0987,0,astro-ph.graph,16706,242502,0.739860286,43509126662,419,0.00371517,0.00000347
infomap,astro-ph,1,79268,0,0.8848,0,astro-ph.graph,16706,242502,0.257532870,15144792174,379,0.00050922,0.00000033
infomap,astro-ph,2,79268,0,0.8814,0,astro-ph.graph,16706,242502,0.257532870,15144792174,379,0.00050922,0.00000033
infomap,astro-ph,3,79268,0,0.8870,0,astro-ph.graph,16706,242502,0.257532870,15144792174,379,0.00050922,0.00000033
infomap,astro-ph,4,79268,0,0.9108,0,astro-ph.graph,16706,242502,0.257532870,15144792174,379,0.00050922,0.00000033
infomap,astro-ph,5,79268,0,0.8787,0,astro-ph.graph,16706,242502,0.257532870,15144792174,379,0.00050922,0.00000033
hollocou,astro-ph,1,4096,0,0.004,0,astro-ph.graph,16706,242502,0.330697579,19447405286,2146,0.35246873,0.00006625
hollocou,astro-ph,2,4096,0,0.005,0,astro-ph.graph,16706,242502,0.323799876,19041770578,2134,0.35086140,0.00006771
hollocou,astro-ph,3,4096,0,0.004,0,astro-ph.graph,16706,242502,0.313910029,18460176160,2009,0.34295398,0.00006427
hollocou,astro-ph,4,4096,0,0.003,0,astro-ph.graph,16706,242502,0.340044636,19997079768,2046,0.34586063,0.00006671
hollocou,astro-ph,5,4096,0,0.003,0,astro-ph.graph,16706,242502,0.345240057,20302607994,2078,0.35346638,0.00006356
gnns,astro-ph,1,8279068,0,160.74541783332825,150,astro-ph.graph,16706,242502,0.695794359,40917731970,129,0.12164711,0.00008506
gnns,astro-ph,2,8279068,0,162.04471468925476,150,astro-ph.graph,16706,242502,0.697638616,41026187606,129,0.12556583,0.00008927
gnns,astro-ph,3,8279068,0,160.33894968032837,150,astro-ph.graph,16706,242502,0.687544910,40432604812,129,0.13738850,0.00009714
gnns,astro-ph,4,8279068,0,162.93322277069092,150,astro-ph.graph,16706,242502,0.695883906,40922997964,128,0.10434201,0.00007509
gnns,astro-ph,5,8279068,0,163.0436248779297,150,astro-ph.graph,16706,242502,0.701791079,41270382410,129,0.12774157,0.00008054
dmon,astro-ph,1,2819076,0,312.3625,1000,astro-ph.graph,16706,242502,0.604687295,35559978808,16,0.17797987,0.00009695
dmon,astro-ph,2,2819076,0,312.8995,1000,astro-ph.graph,16706,242502,0.633659692,37263764962,16,0.14530523,0.00008581
dmon,astro-ph,3,2819076,0,315.4693,1000,astro-ph.graph,16706,242502,0.610282359,35889008992,16,0.15254699,0.00008994
dmon,astro-ph,4,2819076,0,312.0739,1000,astro-ph.graph,16706,242502,0.616939858,36280517970,16,0.15001388,0.00009547
dmon,astro-ph,5,2819076,0,310.0705,1000,astro-ph.graph,16706,242502,0.622637607,36615586754,16,0.17178963,0.00009319
dgcluster,astro-ph,1,1048096,0,151.5215892791748,300,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
dgcluster,astro-ph,2,1048096,0,149.80360531806946,300,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
dgcluster,astro-ph,3,1048096,0,151.04330945014954,300,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
dgcluster,astro-ph,4,1048096,0,151.33919286727905,300,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
dgcluster,astro-ph,5,1048096,0,149.87402749061584,300,astro-ph.graph,16706,242502,0.000000000,0,1,0.00000000,0.00000000
commdgi,astro-ph,1,9450064,0,3602.5902,535,astro-ph.graph,16706,242502,0.498665371,29325124194,11,0.07420072,0.00002533
commdgi,astro-ph,2,9450064,0,3604.4278,550,astro-ph.graph,16706,242502,0.469774423,27626127896,8,0.12192618,0.00003014
commdgi,astro-ph,3,9450064,0,3606.2890,545,astro-ph.graph,16706,242502,0.488929648,28752593416,10,0.05472103,0.00003039
commdgi,astro-ph,4,9450064,0,3603.2627,544,astro-ph.graph,16706,242502,0.453752774,26683939224,12,0.17273872,0.00002173
commdgi,astro-ph,5,9450064,0,3602.6952,544,astro-ph.graph,16706,242502,0.472220338,27769965336,10,0.10374078,0.00003213
clustre_fast,astro-ph,1,6144,0,0.0182118,0,astro-ph.graph,16706,242502,0.626609123,36849140572,765,0.05953469,0.00002327
clustre_fast,astro-ph,2,6144,0,0.018327,0,astro-ph.graph,16706,242502,0.626609123,36849140572,765,0.05953469,0.00002327
clustre_fast,astro-ph,3,6144,0,0.018353,0,astro-ph.graph,16706,242502,0.626609123,36849140572,765,0.05953469,0.00002327
clustre_fast,astro-ph,4,6144,0,0.0183489,0,astro-ph.graph,16706,242502,0.626609123,36849140572,765,0.05953469,0.00002327
clustre_fast,astro-ph,5,6144,0,0.018312,0,astro-ph.graph,16706,242502,0.626609123,36849140572,765,0.05953469,0.00002327
clustre_strong,astro-ph,1,22528,0,4.629994,0,astro-ph.graph,16706,242502,0.705400357,41482633996,410,0.00279626,0.00000228
clustre_strong,astro-ph,2,22528,0,13.0025802,0,astro-ph.graph,16706,242502,0.705400357,41482633996,410,0.00279626,0.00000228
clustre_strong,astro-ph,3,22528,0,11.6151531,0,astro-ph.graph,16706,242502,0.705400357,41482633996,410,0.00279626,0.00000228
clustre_strong,astro-ph,4,22528,0,2.617848,0,astro-ph.graph,16706,242502,0.705400357,41482633996,410,0.00279626,0.00000228
clustre_strong,astro-ph,5,22528,0,2.1486202,0,astro-ph.graph,16706,242502,0.705400357,41482633996,410,0.00279626,0.00000228
walktrap,as-22july06,1,3884596,0,26.4873,0,as-22july06.graph,22963,96872,0.586234385,5501331564,577,0.14737622,0.00001440
